ada,gnb,svm,majority
0.9402460456942003, 0.9402460456942003, 0.9314586994727593, 0.9472759226713533
0.9279437609841827, 0.9507908611599297, 0.9349736379613357, 0.9525483304042179
0.9138840070298769, 0.9420035149384886, 0.9050966608084359, 0.9402460456942003
0.9226713532513181, 0.9490333919156415, 0.9437609841827768, 0.9543057996485061
0.9156414762741653, 0.9437609841827768, 0.8963093145869947, 0.9384885764499121
0.9261862917398945, 0.9384885764499121, 0.9384885764499121, 0.9420035149384886
0.9121265377855887, 0.9367311072056239, 0.9209138840070299, 0.9244288224956063
0.9490333919156415, 0.9384885764499121, 0.9209138840070299, 0.9543057996485061
0.9332161687170475, 0.9279437609841827, 0.9332161687170475, 0.9525483304042179
0.945518453427065, 0.9349736379613357, 0.9121265377855887, 0.9437609841827768
0.9332161687170475, 0.9560632688927944, 0.9525483304042179, 0.9525483304042179
0.9349736379613357, 0.9349736379613357, 0.8980667838312829, 0.9507908611599297
0.9490333919156415, 0.9367311072056239, 0.9226713532513181, 0.9543057996485061
0.9226713532513181, 0.9472759226713533, 0.9244288224956063, 0.9525483304042179
0.9314586994727593, 0.9402460456942003, 0.9209138840070299, 0.9402460456942003
0.9384885764499121, 0.9226713532513181, 0.9420035149384886, 0.945518453427065
0.9332161687170475, 0.9244288224956063, 0.9173989455184535, 0.9367311072056239
0.9050966608084359, 0.9384885764499121, 0.9191564147627417, 0.9191564147627417
0.9437609841827768, 0.9472759226713533, 0.9314586994727593, 0.9543057996485061
0.9420035149384886, 0.9279437609841827, 0.929701230228471, 0.9525483304042179
0.9156414762741653, 0.9420035149384886, 0.9138840070298769, 0.9244288224956063
0.9191564147627417, 0.9525483304042179, 0.8840070298769771, 0.945518453427065
0.9384885764499121, 0.9332161687170475, 0.9138840070298769, 0.945518453427065
0.9261862917398945, 0.9367311072056239, 0.9507908611599297, 0.9543057996485061
0.9332161687170475, 0.9314586994727593, 0.9367311072056239, 0.9420035149384886
0.9332161687170475, 0.9332161687170475, 0.9314586994727593, 0.9437609841827768
0.9173989455184535, 0.9332161687170475, 0.9437609841827768, 0.9332161687170475
0.945518453427065, 0.9402460456942003, 0.9156414762741653, 0.9595782073813708
0.9402460456942003, 0.929701230228471, 0.945518453427065, 0.9525483304042179
0.9332161687170475, 0.9490333919156415, 0.9121265377855887, 0.9420035149384886
0.9420035149384886, 0.9349736379613357, 0.9402460456942003, 0.9507908611599297
0.945518453427065, 0.929701230228471, 0.9244288224956063, 0.9525483304042179
0.9490333919156415, 0.9367311072056239, 0.9209138840070299, 0.9543057996485061
0.9121265377855887, 0.9349736379613357, 0.9279437609841827, 0.9472759226713533
0.9314586994727593, 0.9384885764499121, 0.9086115992970123, 0.9472759226713533
0.8717047451669596, 0.9279437609841827, 0.9191564147627417, 0.9191564147627417
0.9279437609841827, 0.9314586994727593, 0.9279437609841827, 0.9420035149384886
0.9490333919156415, 0.9420035149384886, 0.9402460456942003, 0.9666080843585237
0.9121265377855887, 0.9332161687170475, 0.9490333919156415, 0.9437609841827768
0.9314586994727593, 0.9349736379613357, 0.9279437609841827, 0.9525483304042179
0.9244288224956063, 0.929701230228471, 0.8980667838312829, 0.9279437609841827
0.8998242530755711, 0.945518453427065, 0.9384885764499121, 0.9332161687170475
0.9050966608084359, 0.9384885764499121, 0.9138840070298769, 0.9103690685413005
0.9209138840070299, 0.9490333919156415, 0.9156414762741653, 0.9543057996485061
0.9086115992970123, 0.9279437609841827, 0.9349736379613357, 0.9420035149384886
0.9279437609841827, 0.9367311072056239, 0.9209138840070299, 0.9490333919156415
0.945518453427065, 0.9367311072056239, 0.9384885764499121, 0.9490333919156415
0.9314586994727593, 0.945518453427065, 0.9578207381370826, 0.9490333919156415
0.9068541300527241, 0.9332161687170475, 0.9367311072056239, 0.9349736379613357
0.9543057996485061, 0.9384885764499121, 0.945518453427065, 0.9543057996485061
0.9121265377855887, 0.9420035149384886, 0.9490333919156415, 0.9437609841827768
0.945518453427065, 0.9314586994727593, 0.9384885764499121, 0.9490333919156415
0.9314586994727593, 0.9402460456942003, 0.9384885764499121, 0.9543057996485061
0.9191564147627417, 0.9349736379613357, 0.9402460456942003, 0.9437609841827768
0.9121265377855887, 0.929701230228471, 0.9244288224956063, 0.9402460456942003
0.9402460456942003, 0.9437609841827768, 0.9279437609841827, 0.9402460456942003
0.9173989455184535, 0.9384885764499121, 0.9209138840070299, 0.9209138840070299
0.9349736379613357, 0.9367311072056239, 0.9332161687170475, 0.9437609841827768
0.9279437609841827, 0.9279437609841827, 0.9367311072056239, 0.9437609841827768
0.9437609841827768, 0.9314586994727593, 0.9349736379613357, 0.9437609841827768
0.9156414762741653, 0.9472759226713533, 0.9226713532513181, 0.9367311072056239
0.929701230228471, 0.9437609841827768, 0.8963093145869947, 0.9402460456942003
0.9261862917398945, 0.9507908611599297, 0.9279437609841827, 0.9420035149384886
0.9191564147627417, 0.9437609841827768, 0.9226713532513181, 0.9279437609841827
