[0.2330221351242652, 0.906854123348511]
[0.23497469297664236, 0.9261862805312883]
[0.4452628199394092, 0.9015817088066799]
[0.36076553917517773, 0.8506151086835744]
[0.28832375134467453, 0.8769771432625179]
[0.31941905437014434, 0.9191564063824752]
[0.23319945957099197, 0.9367310958922642]
[0.23248691251910633, 0.9103690611038141]
[0.2301657194491011, 0.9173989363001603]
[0.2305919152204936, 0.9103690592182542]
[0.3369252001097416, 0.8910369015117102]
[0.26481555850099386, 0.9138839937262041]
[0.3066614966427086, 0.8963093023308552]
[0.3859924827497747, 0.8875219594615206]
[0.3160529515341003, 0.8541300431915243]
[0.20407847388400344, 0.9279437567940496]
[0.32530701487785063, 0.9156414675796388]
[0.17522339511053842, 0.9332161594987544]
[0.5537718158928916, 0.7838312780291418]
[0.20335097523219556, 0.9156414681034054]
[0.2840000083293563, 0.9173989363001603]
[0.20000084576005467, 0.9261862843024081]
[0.15798818296466435, 0.9332161576131944]
[0.24274110608130223, 0.8980667748224965]
[0.3547461041247698, 0.9244288185149798]
[0.3380517853401038, 0.9226713390048652]
[0.21378551821612307, 0.9244288142200933]
[0.2352997724929258, 0.9156414656940789]
[0.2073894377228246, 0.9297012174485647]
[0.35851979153541774, 0.905096653266196]
[0.1834700490840709, 0.938488567860139]
[0.20513071229776306, 0.9173989344146004]
[0.5083534797172345, 0.7838312811717417]
[0.6005020585673844, 0.8541300431915243]
[0.2019870589063331, 0.9261862829406148]
[0.2906960523924635, 0.875219672865943]
[0.1903966576620439, 0.9244288142200933]
[0.243344846556392, 0.9138839937262041]
[0.19094825583151648, 0.9191564096298285]
[0.2870893894526158, 0.8242530720095643]
[0.20252964789659988, 0.9244288161056532]
[0.26353410391794985, 0.89806677241317]
[0.5241790998118204, 0.7029876994960966]
[0.293867054207149, 0.9244288072016201]
[0.22101439805357653, 0.9156414715602653]
[0.34858702521882495, 0.8506151030268946]
[0.2929311837798053, 0.8892794276582755]
[0.16625783462830293, 0.9402460398280139]
[0.17481496731091048, 0.9297012155630048]
[0.17439147323265228, 0.9437609743359637]
[0.24478132045960385, 0.940246034171334]
[0.2854940305629284, 0.9138839937262041]
[0.32775116642455854, 0.9156414624467256]
[0.6488443671714232, 0.8875219575759606]
[0.20765549879396736, 0.92442881097274]
[0.301448402903411, 0.9050966494950762]
[0.18391211656935394, 0.9332161538420746]
[0.17855867414828552, 0.926186286187968]
[0.20911411705356492, 0.9261862810550548]
[0.22028379807468038, 0.9209138740554635]
[0.3381528410608823, 0.9015817088066799]
[0.156127657093147, 0.938488567860139]
[0.2819624472808859, 0.9209138721699036]
[0.21860591937609422, 0.9121265274150091]
[0.5058874654958454, 0.9050966527424295]
[0.1820339270211062, 0.9261862848261748]
[0.3125659340439341, 0.8875219632326404]
[0.28109786143568993, 0.8980667729369366]
[0.26965511313955476, 0.9261862824168482]
[0.27807807021484643, 0.9209138764647902]
[0.3526284731466238, 0.913883995611764]
[0.19666373581087024, 0.9420035061392088]
[0.17065682915581132, 0.929701218810358]
[0.453644376464175, 0.8330404172882254]
[0.4796718402597104, 0.8154657192934167]
[0.19978121626199025, 0.92442881097274]
[0.2828041639290292, 0.9261862843024081]
[0.261054579711966, 0.9209138740554635]
[0.26323122159301293, 0.8734622025741215]
[0.220219907080771, 0.9314586875308796]
[0.5124429416677445, 0.7469244289796256]
[0.28597061521977657, 0.8681897944222435]
[0.24949092000251494, 0.8804920774562078]
[0.40409352630376816, 0.8488576393345328]
[0.19480158531995775, 0.9314586894164395]
[0.6327682958755426, 0.8927943683466718]
[0.3155465059781116, 0.913883995611764]
[0.2409461384446005, 0.9209138740554635]
[0.16889040145911735, 0.9507908508941033]
[0.270281777139393, 0.9103690573326942]
[0.3778048897381407, 0.9103690611038141]
[0.23510155487668116, 0.9226713408904251]
[0.26327098940085025, 0.9086115934308259]
[0.18327232071825406, 0.9261862824168482]
[0.3055751554288219, 0.9173989357763938]
[0.23051003307785006, 0.9033391788889947]
[0.3004418076891681, 0.8558875130643325]
[0.29884454757237056, 0.889279433838722]
[0.19219483848929614, 0.9191564058587086]
[0.20576899091472525, 0.9121265298243356]
